carat,cut,color,clarity,depth,table,x,y,z,price
0.3,Very Good,D,VS2,62.5,59.0,4.23,4.28,2.66,710
2.0,Good,I,VS1,58.8,65.0,8.1,8.03,4.74,15851
0.27,Very Good,E,VVS1,62.3,56.0,4.16,4.19,2.6,682
0.31,Ideal,I,SI1,62.2,56.0,4.37,4.34,2.71,537
2.18,Premium,J,SI2,62.6,58.0,8.25,8.23,5.16,12970
1.01,Premium,G,SI1,59.6,58.0,6.61,6.54,3.92,5034
1.01,Good,I,I1,63.1,57.0,6.35,6.39,4.02,2844
1.7,Ideal,G,VVS1,61.0,56.0,7.67,7.62,4.66,18445
1.0,Premium,F,SI1,62.3,59.0,6.43,6.37,3.99,5292
0.31,Premium,F,SI1,62.7,58.0,4.33,4.31,2.71,663
1.1,Very Good,D,VVS2,61.7,56.0,6.64,6.65,4.1,11132
0.26,Good,E,VVS2,63.1,59.0,4.04,4.08,2.56,599
0.91,Very Good,F,SI1,62.2,57.0,6.19,6.25,3.87,4108
0.33,Ideal,H,SI1,63.0,57.0,4.41,4.39,2.77,610
0.32,Ideal,F,VS2,62.4,57.0,4.37,4.44,2.75,602
1.0,Very Good,E,IF,62.5,55.0,6.28,6.39,3.96,11214
1.09,Premium,G,VS2,60.6,62.0,6.68,6.58,4.02,6153
1.16,Ideal,G,VVS1,60.5,57.0,6.78,6.83,4.12,9075
1.02,Premium,G,VS2,61.5,59.0,6.4,6.45,3.95,5250
0.36,Good,F,VS1,63.9,54.0,4.52,4.5,2.88,905
0.79,Premium,D,SI2,60.0,60.0,6.07,6.03,3.63,2853
1.0,Very Good,F,SI1,63.1,56.0,6.36,6.34,4.01,4474
0.33,Premium,I,IF,62.0,58.0,4.46,4.44,2.76,891
0.72,Premium,J,VS2,61.7,58.0,5.67,5.77,3.53,1941
0.51,Ideal,E,VS1,60.9,56.0,5.16,5.22,3.16,1759
0.4,Premium,F,VS1,60.3,60.0,4.81,4.77,2.89,1050
1.54,Very Good,I,VS2,62.2,58.0,7.32,7.37,4.57,8656
1.02,Ideal,G,VVS2,59.2,58.0,6.56,6.62,3.9,8107
1.3,Very Good,I,VS2,62.7,57.0,6.88,6.9,4.32,6290
0.53,Very Good,F,VS1,61.5,59.0,5.19,5.22,3.2,1821
0.42,Ideal,G,VS1,61.8,57.0,4.82,4.79,2.97,984
1.09,Very Good,E,SI2,62.2,58.0,6.54,6.61,4.09,5165
0.91,Premium,H,VS2,59.6,60.0,6.25,6.29,3.74,3921
0.5,Ideal,E,SI1,61.3,56.2,5.12,5.14,3.15,1601
0.51,Good,E,SI1,63.6,59.0,5.13,5.06,3.24,1241
0.5,Very Good,G,SI1,60.0,63.0,5.06,5.1,3.05,1197
0.71,Ideal,I,SI1,61.9,56.0,5.71,5.74,3.54,2660
0.32,Ideal,E,VS2,61.6,55.0,4.42,4.41,2.72,900
1.61,Ideal,G,SI1,61.2,55.0,7.57,7.62,4.65,11192
0.41,Ideal,F,SI1,62.7,57.0,4.7,4.74,2.96,755
0.34,Premium,G,VS2,61.2,59.0,4.49,4.43,2.73,765
0.23,Very Good,E,VVS2,62.5,55.0,3.94,3.96,2.47,505
0.51,Ideal,E,SI1,61.5,55.0,5.16,5.18,3.18,1438
1.23,Ideal,E,VVS2,61.7,57.0,6.85,6.91,4.25,12539
1.51,Very Good,H,SI1,61.7,61.0,7.3,7.35,4.52,9218
1.01,Ideal,F,VS2,60.9,58.0,6.43,6.47,3.93,7411
2.04,Very Good,I,SI2,62.5,52.0,8.02,8.17,5.06,14477
0.32,Ideal,E,VS2,61.4,57.0,4.46,4.4,2.72,780
0.32,Premium,G,VS1,60.6,60.0,4.4,4.44,2.68,645
1.03,Premium,E,SI2,61.0,60.0,6.53,6.46,3.96,4522
0.36,Ideal,G,VVS2,62.3,56.0,4.56,4.53,2.83,1053
1.1,Premium,D,SI1,58.8,61.0,6.73,6.67,3.94,5606
0.9,Very Good,H,SI1,63.0,58.0,6.13,6.18,3.88,3643
0.32,Ideal,G,VVS2,61.4,55.0,4.4,4.43,2.71,730
0.73,Premium,H,VS2,61.0,58.0,5.76,5.84,3.54,2496
0.7,Very Good,D,SI1,63.2,55.0,5.62,5.65,3.56,2509
0.93,Good,D,SI2,61.4,63.0,6.22,6.26,3.83,4165
0.3,Ideal,D,SI1,61.0,54.0,4.35,4.34,2.65,709
0.61,Premium,H,VS1,59.6,61.0,5.53,5.44,3.27,1793
0.9,Fair,H,VS2,64.7,58.0,5.98,6.01,3.88,3697
0.4,Ideal,E,SI1,61.9,57.0,4.74,4.76,2.94,696
0.61,Ideal,D,SI1,61.4,56.0,5.46,5.48,3.36,1904
0.42,Premium,D,SI2,60.1,58.0,4.88,4.83,2.92,898
0.32,Very Good,J,SI1,63.2,56.0,4.36,4.31,2.74,480
0.53,Good,E,SI1,57.8,57.0,5.33,5.29,3.07,1328
0.38,Premium,F,SI1,62.0,58.0,4.63,4.6,2.86,838
0.5,Ideal,E,SI2,62.4,57.0,5.07,5.03,3.15,1240
1.06,Premium,F,SI1,60.4,62.0,6.62,6.59,3.99,5580
1.0,Good,D,SI2,64.3,59.0,6.21,6.3,4.02,4065
0.3,Ideal,H,SI1,63.0,54.0,4.3,4.27,2.7,540
0.36,Ideal,F,SI1,61.5,57.0,4.59,4.55,2.81,770
0.3,Ideal,D,VS2,62.5,57.0,4.29,4.25,2.67,911
0.7,Fair,G,SI1,64.8,59.0,5.65,5.56,3.63,2016
1.21,Ideal,G,VS2,60.1,57.0,6.94,6.98,4.18,9873
0.57,Very Good,G,VS1,59.3,56.0,5.38,5.44,3.21,1648
0.33,Very Good,G,VS1,61.2,57.0,4.46,4.49,2.73,643
0.41,Ideal,E,VS1,61.2,56.0,4.82,4.89,2.97,1144
0.3,Ideal,G,VVS1,62.3,54.0,4.33,4.31,2.69,1013
0.36,Ideal,D,VS2,61.1,57.0,4.6,4.63,2.82,928
0.9,Very Good,E,SI1,62.3,61.0,6.12,6.17,3.83,3868
0.41,Very Good,G,VS2,61.7,61.0,4.7,4.74,2.91,827
0.3,Very Good,G,VVS2,62.7,56.0,4.24,4.31,2.68,684
0.9,Premium,I,VS2,58.4,62.0,6.35,6.29,3.69,3276
0.75,Premium,H,VS2,60.8,57.0,5.9,5.87,3.58,2484
1.2,Premium,H,VS2,62.8,59.0,6.75,6.7,4.22,6666
0.52,Good,F,VS1,64.2,58.0,5.1,5.02,3.25,1841
0.31,Ideal,I,VS1,61.9,54.0,4.38,4.34,2.7,628
0.36,Premium,E,VS1,60.4,58.0,4.67,4.64,2.81,1094
0.7,Premium,F,SI1,61.9,58.0,5.69,5.65,3.51,2319
0.32,Ideal,F,IF,61.2,57.0,4.4,4.42,2.7,949
0.63,Very Good,G,VVS2,62.3,55.0,5.5,5.54,3.44,2481
0.91,Premium,H,SI1,60.2,52.0,6.27,6.15,3.74,2935
0.9,Ideal,F,SI1,62.4,56.0,6.22,6.18,3.87,3992
0.28,Ideal,E,VVS1,62.0,56.0,4.19,4.23,2.61,646
0.33,Ideal,E,VVS1,60.2,57.0,4.5,4.47,2.7,1052
1.12,Premium,G,VS2,60.7,53.0,6.81,6.7,4.1,6774
2.03,Very Good,J,VVS2,63.2,60.0,7.94,7.88,5.0,16043
2.04,Premium,J,VS2,61.4,59.0,8.04,8.14,4.97,13477
0.33,Premium,E,VVS2,61.3,59.0,4.44,4.47,2.73,741
0.7,Very Good,G,VS1,59.2,58.0,5.8,5.83,3.44,2676
0.41,Premium,I,VVS2,62.4,60.0,4.73,4.7,2.94,1061
1.55,Premium,F,VS1,61.6,56.0,7.45,7.38,4.57,15801
1.18,Fair,F,SI2,55.9,64.0,7.15,7.01,3.95,4903
0.4,Premium,E,SI2,62.9,58.0,4.74,4.7,2.97,855
1.73,Very Good,G,VS2,62.9,58.0,7.58,7.65,4.79,16807
1.5,Ideal,I,I1,61.8,57.0,7.39,7.31,4.54,5510
0.51,Very Good,H,VVS2,62.2,61.0,5.06,5.1,3.16,1577
1.5,Good,E,SI2,63.3,57.0,7.31,7.33,4.63,9281
1.02,Ideal,G,SI2,62.6,58.0,6.42,6.4,4.01,4363
0.41,Very Good,H,VS1,62.0,56.0,4.74,4.78,2.95,827
0.53,Very Good,E,VS2,59.1,60.0,5.3,5.26,3.12,1647
1.13,Ideal,E,SI1,62.2,55.0,6.66,6.69,4.15,6563
0.5,Ideal,H,VS1,61.9,54.0,5.12,5.15,3.18,1370
1.7,Premium,I,VS2,60.7,59.0,7.63,7.7,4.65,11519
0.8,Good,E,VS2,63.3,59.0,5.82,5.87,3.7,3365
1.16,Ideal,J,SI1,60.7,57.0,6.83,6.77,4.13,4028
0.4,Good,G,VVS2,61.4,64.0,4.65,4.7,2.87,974
0.4,Good,D,VVS2,60.8,62.0,4.74,4.77,2.89,1080
0.26,Very Good,D,VVS2,60.4,59.0,4.15,4.19,2.52,597
1.04,Ideal,D,IF,61.8,57.0,6.49,6.52,4.02,14494
0.3,Premium,H,VS1,61.0,58.0,4.31,4.28,2.62,675
1.04,Ideal,I,SI1,62.2,56.0,6.51,6.47,4.04,4484
1.55,Very Good,H,SI2,62.5,61.0,7.31,7.34,4.58,8174
0.57,Ideal,D,VS2,61.4,56.0,5.37,5.34,3.29,2103
0.42,Ideal,H,VVS1,61.8,55.0,4.8,4.85,2.98,969
0.35,Very Good,G,VS1,60.7,61.0,4.54,4.58,2.77,706
1.0,Good,F,SI2,56.7,60.0,6.62,6.58,3.74,3858
1.02,Premium,G,I1,61.3,57.0,6.47,6.35,3.93,2387
1.53,Very Good,E,VS2,61.2,60.0,7.49,7.4,4.56,14282
0.54,Ideal,D,SI1,60.8,57.0,5.31,5.25,3.21,1786
0.52,Premium,E,I1,60.8,60.0,5.2,5.17,3.15,1037
2.01,Premium,I,VS2,61.1,60.0,8.12,8.06,4.94,17592
1.25,Very Good,E,SI2,60.8,55.0,6.94,7.0,4.24,6073
0.32,Ideal,G,VS2,59.8,57.0,4.43,4.46,2.66,561
0.91,Fair,F,SI2,64.9,56.0,6.08,6.05,3.94,3210
1.58,Ideal,I,VVS1,61.7,53.0,7.52,7.53,4.65,11526
1.26,Ideal,D,VS2,62.5,57.0,6.9,6.85,4.3,8256
1.58,Ideal,J,VVS1,61.5,56.0,7.48,7.5,4.61,10357
0.27,Very Good,D,VS1,63.2,55.0,4.1,4.16,2.61,470
0.71,Very Good,E,VS2,61.6,56.0,5.74,5.81,3.56,2630
1.12,Very Good,E,SI1,58.8,61.0,6.74,6.8,3.98,5447
2.52,Fair,G,I1,66.9,57.0,8.39,8.33,5.6,10076
0.3,Premium,F,VS2,61.4,60.0,4.29,4.34,2.65,605
0.74,Ideal,F,VS1,61.7,56.0,5.83,5.78,3.58,3170
1.02,Ideal,D,SI1,62.3,57.0,6.41,6.44,4.0,6191
0.83,Ideal,H,SI2,61.8,57.0,6.08,5.99,3.73,1863
1.1,Ideal,D,VS2,62.0,56.0,6.58,6.61,4.09,8959
0.31,Ideal,D,SI1,62.0,55.0,4.36,4.38,2.71,571
2.01,Premium,I,SI2,62.5,60.0,8.04,7.95,5.0,9658
0.32,Ideal,G,IF,61.0,57.0,4.44,4.48,2.72,918
0.27,Ideal,H,VS1,62.3,54.0,4.16,4.19,2.6,500
0.52,Ideal,D,SI2,61.9,55.0,5.16,5.18,3.2,1292
1.2,Premium,J,SI2,59.6,62.0,6.95,6.9,4.13,3951
1.2,Premium,I,SI1,61.1,58.0,6.88,6.8,4.18,5510
0.43,Premium,F,SI1,62.4,56.0,4.84,4.81,3.01,1016
0.3,Ideal,F,IF,62.0,56.0,4.34,4.3,2.68,1013
1.69,Premium,F,SI2,62.4,58.0,7.65,7.57,4.75,9275
1.2,Ideal,J,SI1,61.6,57.0,6.79,6.87,4.21,4831
1.08,Good,E,SI1,58.4,60.0,6.71,6.74,3.93,5575
0.4,Premium,F,VVS2,62.2,59.0,4.7,4.65,2.91,1163
1.01,Ideal,I,SI1,62.3,59.0,6.41,6.37,3.98,4518
0.39,Very Good,E,VS1,62.5,58.0,4.67,4.7,2.93,914
1.03,Very Good,G,SI2,63.1,58.0,6.41,6.37,4.03,4060
0.54,Ideal,G,VS2,61.7,56.0,5.21,5.24,3.23,1605
0.26,Ideal,H,VS2,61.3,56.0,4.09,4.13,2.52,434
1.03,Very Good,H,SI2,62.8,59.0,6.41,6.46,4.04,4964
2.06,Ideal,I,VS2,59.2,57.0,8.39,8.29,4.94,15691
0.32,Ideal,G,VS1,61.6,55.0,4.43,4.46,2.74,665
0.5,Premium,D,SI1,62.1,58.0,5.1,5.07,3.16,1654
1.2,Very Good,H,SI1,62.5,59.0,6.66,6.72,4.18,6019
1.5,Good,I,VS1,63.3,58.0,7.19,7.24,4.57,8910
1.06,Premium,G,SI1,59.6,58.0,6.73,6.67,3.99,4903
1.06,Ideal,D,VS1,62.0,57.0,6.49,6.54,4.04,9625
0.3,Ideal,E,VS2,61.5,55.0,4.29,4.33,2.65,658
0.43,Very Good,D,SI1,61.0,57.0,4.85,4.88,2.97,774
0.3,Premium,I,SI1,60.5,62.0,4.37,4.33,2.63,506
0.31,Ideal,D,VS2,62.2,57.0,4.31,4.34,2.69,734
0.26,Ideal,D,VS1,62.0,55.0,4.1,4.12,2.55,452
0.4,Premium,E,VS2,62.0,58.0,4.73,4.69,2.92,1038
1.5,Ideal,I,SI1,62.3,56.0,7.35,7.41,4.6,8371
0.7,Premium,E,SI1,61.8,59.0,5.63,5.57,3.46,2396
0.81,Good,E,I1,64.1,59.0,5.89,5.85,3.76,2608
0.72,Ideal,E,SI1,60.3,55.0,5.85,5.89,3.54,3012
0.77,Very Good,H,VVS2,61.1,56.0,5.89,5.92,3.61,3208
0.9,Good,I,VS2,62.5,59.0,6.06,6.13,3.81,3398
0.55,Ideal,D,VS2,62.8,57.0,5.27,5.24,3.3,1894
1.03,Ideal,F,SI2,61.9,56.0,6.47,6.43,3.99,4280
1.0,Premium,H,SI1,59.0,60.0,6.52,6.56,3.86,4389
0.54,Premium,H,VVS1,62.0,57.0,5.25,5.2,3.24,1944
0.32,Ideal,E,VS1,61.8,56.0,4.4,4.43,2.73,825
0.52,Ideal,E,VS2,59.5,57.0,5.25,5.27,3.13,1689
0.7,Premium,G,VS2,62.2,61.0,5.59,5.54,3.46,2657
0.53,Ideal,F,SI2,62.4,54.0,5.19,5.22,3.25,1078
1.25,Ideal,G,SI2,61.6,57.0,6.91,6.98,4.28,5259
1.51,Good,E,SI1,63.6,56.0,7.34,7.23,4.63,12490
0.64,Ideal,H,SI1,61.7,55.0,5.54,5.57,3.43,1880
0.38,Very Good,E,IF,59.5,57.0,4.77,4.84,2.86,1421
0.73,Ideal,D,VS2,61.4,56.0,5.78,5.81,3.56,3528
0.33,Premium,I,VS1,59.5,60.0,4.54,4.5,2.69,668
0.7,Very Good,D,SI1,62.4,57.0,5.64,5.67,3.53,3075
1.03,Ideal,F,VS2,62.4,56.0,6.48,6.43,4.03,6751
0.57,Ideal,G,VVS2,61.7,56.0,5.3,5.33,3.28,2095
0.31,Good,F,VVS2,63.6,55.0,4.29,4.33,2.74,660
1.03,Fair,H,SI2,66.3,57.0,6.35,6.25,4.18,3749
0.32,Premium,G,VS2,61.1,58.0,4.42,4.45,2.71,561
1.6,Premium,F,SI1,60.5,58.0,7.62,7.53,4.58,12343
2.01,Ideal,I,SI1,62.3,57.0,8.04,8.08,5.02,15680
0.75,Very Good,D,SI1,59.7,62.0,5.89,5.94,3.53,3046
0.3,Good,D,SI2,63.4,56.0,4.26,4.29,2.71,447
0.93,Premium,H,SI1,61.8,59.0,6.27,6.23,3.86,3750
0.32,Ideal,E,IF,62.6,55.0,4.41,4.38,2.75,1170
0.32,Very Good,I,VVS2,63.0,57.0,4.33,4.37,2.74,561
0.3,Premium,E,VS2,62.0,60.0,4.26,4.23,2.63,844
0.76,Very Good,F,SI1,62.9,57.0,5.79,5.81,3.65,2770
0.43,Ideal,D,VS1,62.1,56.0,4.87,4.85,3.02,1264
0.72,Ideal,E,SI1,60.8,57.0,5.77,5.8,3.52,3409
0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19,1125
0.3,Ideal,I,VS1,61.5,58.0,4.28,4.31,2.64,454
0.31,Good,G,SI1,63.6,57.0,4.33,4.29,2.74,593
0.26,Premium,E,VVS1,62.3,60.0,4.09,4.07,2.54,769
0.37,Premium,G,VS1,61.5,58.0,4.6,4.57,2.82,957
2.0,Good,G,SI1,59.1,61.0,8.14,8.18,4.82,17930
0.32,Good,H,VS2,63.1,55.0,4.33,4.36,2.74,505
1.23,Premium,F,VS1,61.3,60.0,6.9,6.94,4.24,9319
0.41,Very Good,E,SI1,63.2,57.0,4.69,4.74,2.98,667
0.71,Good,F,VS2,57.8,60.0,5.87,5.9,3.4,2777
1.5,Premium,J,SI2,61.4,61.0,7.36,7.3,4.5,6750
0.38,Ideal,G,SI1,61.3,56.0,4.67,4.63,2.85,855
0.75,Good,D,SI2,59.9,61.0,5.9,5.96,3.55,2541
1.12,Ideal,G,VS2,62.0,56.0,6.64,6.69,4.13,6652
0.7,Ideal,F,SI1,59.9,57.0,5.74,5.82,3.46,2264
0.23,Very Good,E,VVS2,61.1,59.0,3.94,3.98,2.42,505
0.3,Ideal,H,VS2,62.1,56.0,4.32,4.34,2.69,491
0.83,Premium,E,SI1,60.7,58.0,6.06,6.09,3.69,3482
1.01,Very Good,F,VS2,61.5,57.0,6.4,6.48,3.96,6159
0.41,Ideal,D,VS2,61.6,55.0,4.74,4.77,2.93,1007
1.01,Premium,H,SI1,62.8,58.0,6.43,6.34,4.01,3869
0.35,Ideal,G,IF,61.7,55.0,4.52,4.55,2.8,1001
1.01,Fair,F,SI1,66.1,60.0,6.15,6.13,4.06,3197
1.51,Fair,H,SI1,55.8,61.0,7.72,7.63,4.28,7509
0.56,Ideal,I,VVS1,61.1,55.0,5.33,5.35,3.26,1622
0.72,Ideal,E,SI2,61.9,55.0,5.76,5.78,3.57,2398
0.71,Ideal,D,SI2,62.3,56.0,5.68,5.72,3.55,2416
0.62,Fair,F,VVS2,57.1,60.0,5.65,5.7,3.24,2088
1.27,Premium,I,VS1,59.5,61.0,7.08,7.04,4.2,6611
0.58,Good,E,VS1,61.5,61.9,5.3,5.34,3.27,2041
1.0,Fair,G,SI2,70.2,58.0,6.0,5.73,4.13,2326
1.65,Very Good,H,VS1,62.0,54.0,7.55,7.62,4.7,12686
0.71,Premium,E,SI1,62.7,58.0,5.73,5.66,3.57,2853
0.36,Ideal,E,SI1,61.9,56.0,4.53,4.58,2.82,631
0.3,Fair,F,VS2,64.5,55.0,4.31,4.19,2.74,662
0.9,Premium,D,SI2,62.5,59.0,6.18,6.13,3.85,3312
0.41,Ideal,E,VS1,62.0,55.0,4.74,4.77,2.95,1079
1.7,Good,G,VS1,63.9,58.0,7.46,7.5,4.78,14787
1.01,Premium,J,SI2,62.5,62.0,6.41,6.36,3.99,3563
0.77,Very Good,G,VS2,58.3,63.0,6.0,6.05,3.51,2896
0.55,Very Good,E,VVS2,60.6,56.0,5.33,5.36,3.24,2499
0.33,Premium,I,VVS2,61.4,58.0,4.48,4.45,2.74,743
0.73,Premium,H,SI2,61.2,59.0,5.83,5.77,3.55,1699
0.7,Premium,I,VVS1,59.1,60.0,5.77,5.8,3.42,2513
0.51,Very Good,F,VVS2,62.0,55.0,5.11,5.14,3.17,2041
0.28,Very Good,D,VVS2,62.2,52.0,4.21,4.25,2.63,777
1.2,Very Good,I,VS1,62.4,56.0,6.78,6.74,4.22,6167
0.36,Ideal,D,SI1,62.0,56.0,4.55,4.61,2.84,663
0.71,Very Good,E,VVS1,63.0,57.0,5.66,5.7,3.58,3808
1.5,Very Good,J,VS1,62.2,58.0,7.19,7.27,4.5,8014
0.31,Very Good,H,VS1,62.4,58.0,4.28,4.34,2.69,544
2.01,Premium,I,SI1,61.5,60.0,8.12,8.01,4.96,16499
0.9,Fair,F,SI1,65.1,56.0,6.08,6.05,3.95,3437
0.4,Premium,E,VS2,61.9,59.0,4.75,4.72,2.93,975
1.21,Very Good,E,SI1,62.2,60.0,6.78,6.76,4.21,7703
0.32,Very Good,E,SI1,63.5,56.0,4.38,4.34,2.77,672
0.4,Premium,E,VS1,62.8,59.0,4.67,4.63,2.92,1125
0.54,Ideal,G,VVS2,61.4,55.0,5.22,5.3,3.23,1985
1.22,Premium,G,VS2,61.2,58.0,6.81,6.91,4.2,7729
2.16,Premium,I,SI1,58.5,60.0,8.54,8.49,4.98,17934
0.3,Premium,F,VS1,61.9,59.0,4.3,4.26,2.65,844
0.24,Ideal,H,VS2,61.1,56.0,3.99,4.03,2.45,391
1.01,Ideal,G,VS2,61.0,56.0,6.46,6.49,3.95,6855
1.05,Very Good,D,VS2,62.9,57.0,6.39,6.51,4.06,6373
0.29,Very Good,D,VVS2,59.1,61.0,4.33,4.37,2.57,600
0.4,Ideal,H,VS2,61.9,55.0,4.73,4.75,2.93,725
0.34,Ideal,G,SI1,61.8,54.4,4.49,4.52,2.79,531
1.6,Fair,D,SI2,64.7,58.0,7.35,7.28,4.73,8666
1.03,Premium,D,SI1,60.5,61.0,6.47,6.43,3.9,5410
2.33,Ideal,I,VS2,62.0,57.0,8.52,8.45,5.26,17504
1.24,Premium,H,SI2,61.2,57.0,7.02,6.87,4.25,5694
1.03,Very Good,G,VS1,62.2,57.0,6.42,6.47,4.01,6539
0.3,Premium,G,VS1,61.3,58.0,4.33,4.29,2.64,776
0.3,Good,F,VS1,63.7,56.0,4.28,4.26,2.72,731
1.54,Very Good,G,SI2,61.5,61.0,7.35,7.42,4.54,8808
1.01,Very Good,F,SI2,63.4,60.0,6.33,6.26,3.99,3563
1.55,Ideal,I,VS1,61.2,55.0,7.49,7.47,4.58,10286
1.01,Premium,G,SI2,60.6,59.0,6.49,6.41,3.91,3981
1.2,Premium,H,SI1,60.8,60.0,6.9,6.85,4.18,6282
0.62,Ideal,G,VS1,62.0,56.0,5.45,5.49,3.39,2173
1.39,Premium,G,SI1,61.3,59.0,7.24,7.15,4.41,7991
0.96,Fair,G,I1,64.5,60.0,6.16,6.11,3.96,2068
0.9,Premium,G,SI1,60.6,62.0,6.21,6.13,3.74,2830
1.04,Very Good,E,SI2,60.7,59.0,6.5,6.54,3.96,4472
0.32,Ideal,F,VVS2,62.1,56.0,4.4,4.46,2.75,741
0.51,Ideal,E,VS2,60.9,56.0,5.2,5.15,3.15,1781
1.21,Very Good,G,SI2,59.3,59.0,6.97,7.0,4.14,5364
1.0,Premium,E,SI2,62.0,59.0,6.43,6.3,3.95,4077
1.5,Very Good,E,VS2,59.4,62.0,7.4,7.48,4.42,12474
0.42,Ideal,E,VVS2,61.3,56.0,4.81,4.85,2.96,1216
1.03,Premium,H,SI2,62.0,60.0,6.47,6.41,4.0,3749
1.01,Premium,H,SI1,58.2,62.0,6.54,6.48,3.78,4191
0.32,Premium,G,SI2,61.6,59.0,4.38,4.35,2.69,540
0.53,Ideal,D,SI1,61.2,57.0,5.24,5.19,3.19,1706
0.74,Premium,E,VS1,62.8,59.0,5.76,5.68,3.59,3357
0.42,Premium,G,VS1,60.9,58.0,4.81,4.84,2.94,921
0.33,Premium,I,VVS2,61.5,58.0,4.45,4.43,2.73,743
1.25,Good,F,VS2,63.9,58.0,6.76,6.71,4.31,6440
1.67,Very Good,J,SI1,62.3,59.0,7.59,7.63,4.74,7911
1.23,Very Good,F,VS1,62.0,59.0,6.84,6.87,4.25,10035
1.51,Good,I,SI2,63.6,60.0,7.23,7.27,4.61,7815
0.38,Ideal,D,VS1,62.0,57.0,4.69,4.7,2.91,882
0.39,Ideal,G,SI1,61.0,55.0,4.75,4.82,2.92,675
1.2,Premium,H,SI1,62.2,58.0,6.78,6.72,4.2,5746
0.52,Ideal,G,VVS2,60.9,56.0,5.22,5.26,3.19,1858
1.51,Good,F,SI2,63.4,57.0,7.25,7.29,4.61,9301
0.35,Premium,H,VS1,62.6,58.0,4.52,4.49,2.82,788
0.4,Ideal,E,VVS2,62.6,54.0,4.71,4.74,2.96,1106
0.41,Ideal,F,VVS1,60.3,56.0,4.8,4.85,2.91,1295
1.02,Ideal,D,SI1,61.3,56.0,6.48,6.53,3.99,6157
0.72,Very Good,F,VS1,60.2,59.0,5.79,5.84,3.5,2846
0.31,Ideal,I,VS2,61.4,55.0,4.35,4.41,2.69,452
0.4,Good,H,VS2,63.1,62.0,4.75,4.66,2.97,717
2.01,Fair,G,SI2,65.6,56.0,7.89,7.84,6.16,15562
1.14,Ideal,J,VS1,61.5,57.0,6.7,6.73,4.13,5392
2.11,Premium,J,SI2,61.0,58.0,8.2,8.29,5.03,12440
1.01,Ideal,F,VS2,61.6,56.0,6.48,6.45,3.98,7229
0.34,Premium,H,VS1,61.3,56.0,4.53,4.48,2.76,765
1.01,Premium,G,VS1,62.7,58.0,6.31,6.36,3.97,6221
0.35,Premium,D,SI1,60.1,61.0,4.59,4.56,2.75,827
0.3,Ideal,G,VS1,61.7,57.0,4.32,4.3,2.66,776
0.51,Premium,G,VVS2,60.9,61.0,5.17,5.11,3.13,2035
0.32,Good,E,SI1,63.4,55.0,4.35,4.36,2.76,561
1.01,Ideal,G,SI1,62.6,56.0,6.41,6.44,4.02,5576
1.57,Ideal,I,SI1,61.7,56.0,7.45,7.48,4.61,9555
0.51,Ideal,D,SI1,61.7,55.0,5.11,5.16,3.17,1569
0.88,Ideal,I,SI1,63.2,56.0,6.04,6.09,3.83,3264
0.47,Good,F,VS1,64.0,60.0,4.96,4.87,3.15,1353
0.59,Ideal,F,SI1,62.0,57.0,5.41,5.34,3.33,1561
0.41,Ideal,E,VS2,61.6,55.0,4.75,4.79,2.94,935
1.34,Premium,G,VVS2,61.3,58.0,7.16,7.1,4.37,11118
1.29,Premium,I,VS2,60.4,58.0,7.12,7.03,4.27,6321
1.04,Premium,G,VS2,62.2,58.0,6.49,6.4,4.01,6122
0.77,Ideal,D,VS1,62.2,55.0,5.85,5.88,3.65,4039
1.11,Ideal,I,SI1,62.4,55.0,6.6,6.64,4.13,4273
1.1,Very Good,I,SI1,63.5,57.0,6.55,6.53,4.15,3573
0.27,Ideal,E,VS2,62.7,55.0,4.15,4.18,2.61,470
0.51,Premium,H,VS2,60.9,60.0,5.19,5.16,3.15,1202
1.24,Ideal,J,VS2,61.7,55.0,6.91,6.96,4.28,5412
0.58,Ideal,I,VVS1,62.1,56.0,5.32,5.34,3.31,1680
0.7,Very Good,E,SI1,62.7,55.0,5.63,5.67,3.54,2575
0.7,Very Good,E,VS2,58.8,56.0,5.79,5.84,3.42,2473
0.41,Premium,D,SI1,59.6,59.0,4.85,4.82,2.88,1015
0.26,Ideal,I,VS1,61.6,54.0,4.08,4.12,2.53,578
0.41,Ideal,I,VVS2,60.7,57.0,4.81,4.84,2.93,894
0.32,Premium,H,VVS1,61.4,58.0,4.42,4.37,2.7,936
0.52,Premium,G,VVS2,61.2,59.0,5.16,5.14,3.15,2012
1.01,Ideal,E,SI2,62.4,56.0,6.43,6.39,4.0,4808
0.42,Ideal,G,VS2,62.2,54.0,4.8,4.82,2.99,847
0.51,Very Good,E,SI1,61.3,54.0,5.13,5.18,3.16,1438
0.31,Premium,E,SI1,60.1,61.0,4.4,4.35,2.63,698
0.31,Premium,F,VS2,61.3,59.0,4.31,4.34,2.65,625
0.63,Ideal,D,IF,62.5,55.0,5.47,5.5,3.43,6549
1.51,Very Good,H,SI2,60.2,59.0,7.33,7.43,4.44,8444
1.21,Very Good,I,SI1,62.8,57.0,6.73,6.8,4.25,5346
1.37,Very Good,I,SI2,63.0,57.0,6.98,7.05,4.42,5584
0.4,Very Good,G,SI1,61.7,61.0,4.63,4.68,2.87,673
1.52,Premium,I,SI2,59.8,62.0,7.47,7.41,4.45,8010
